Sentence_id	Prior_Emotion	Sentence	Temporal_Distance	Intensity	Duration	Gender	City	Country	Worker_id	Time	Angst
138	anger	I felt ... when G. Bush invaded Iraq.	J	S	Tol	Ml	Oberboihingen	DEU	38	11/20/2018 18:53:16	0
217	joy	I felt ... when I knew that I had found my dream job.	M	Mi	Epm	Ml	nan	DEU	20	11/24/2018 01:00:12	0
976	shame	I felt ... because I did not go to the dentist for a long time.	M	I	Tol	Ml	Stuttgart	DEU	36	1/10/2019 20:11:26	0
838	sadness	I felt ... when my parents' dog died.	T	I	Tol	Fl	Dortmund	DEU	3	1/3/2019 19:51:37	0
611	joy	I felt ... when I got new perfume for Christmas.	J	Mi	Epm	Ml	Karlsruhe	DEU	36	1/16/2019 23:25:13	0
554	shame	I felt ... when my mother accompanied me as a child to school without being asked.	M	Mi	Epm	Ml	Halle	DEU	28	12/31/2018 15:35:28	0
721	shame	I felt ... when I realized that I was watching while showering at work.	J	I	Ms	Ml	Salach	DEU	7	1/9/2019 11:08:43	0
639	anger	I felt ... when I was insulted.	T	S	Tol	Ml	nan	DEU	22	1/12/2019 16:08:15	0
508	guilt	I felt ... that I could not spend more time with my children.	T	N	Epm	Ml	nan	DEU	48	1/17/2019 23:13:13	0
1012	disgust	I felt ... when I discovered moldy bread in the kitchen cupboard.	W	Mi	Es	Ml	nan	DEU	1	1/12/2019 08:15:42	0
128	anger	I felt ... when I was lied to.	J	Mi	Epm	Ml	Aachen	DEU	40	1/8/2019 14:29:39	5
534	fear	I felt ... as a teenager at night I walked alone on a deserted street and a stranger came quickly to me.	T	I	Ms	Fl	Graz	AUT	6	1/14/2019 09:10:38	5
1032	joy	I felt ... when my little niece was driving alone with the ski lift.	W	Mi	Ms	Ml	Erkrath	DEU	1	1/12/2019 08:13:51	0
553	anger	I felt ... when my opinion was not accepted.	T	I	Es	Ml	nan	AUT	43	1/18/2019 12:10:34	0
929	joy	I felt ... when my papaya application was approved.	J	Mi	Es	Ml	nan	DEU	17	1/8/2019 20:47:36	0
961	guilt	I felt ... when my parents stole money to buy stickers.	W	I	Tol	Ml	nan	DEU	28	1/7/2019 10:01:26	0
583	sadness	I felt ... when I realized that nobody wrote me for Christmas.	W	Mi	Epm	Fl	nan	DEU	50	1/7/2019 10:46:20	0
814	shame	I felt ... because I secretly ate the last piece of cake.	W	Mi	Epm	Ml	nan	DEU	19	1/8/2019 19:41:43	0
769	disgust	I felt ... when I saw a car passing by on the street.	M	I	Es	Ml	nan	DEU	38	1/7/2019 19:01:31	5
875	fear	I felt ... when a car came to my side at night.	J	I	Es	Ml	nan	DEU	30	1/8/2019 06:06:50	0
546	shame	I felt ... when I was the only one who did not have the homework.	T	I	Es	Ml	nan	DEU	38	1/17/2019 16:15:50	0
944	joy	I felt ... when a sports bet from me ran for over € 1000 in profit.	J	Mi	Es	Ml	Ravensburg	DEU	38	1/16/2019 14:19:24	0
1002	guilt	I felt ... when our little neighbor boy's knee fell bloody because I was not paying attention.	T	I	Tol	Fl	Graz	AUT	49	1/4/2019 20:22:24	0
564	anger	I felt ... when my mother-in-law misbehaved at Christmas.	J	I	Ms	Fl	nan	AUT	24	1/2/2019 20:12:24	0
481	shame	I felt ... when I did not remember the name of my former colleague.	J	S	Es	Ml	Wesel	DEU	5	1/9/2019 19:00:39	0
537	disgust	I felt ... when I ran a dog pile.	W	S	Tol	Ml	nan	AUT	43	1/16/2019 12:14:05	0
899	joy	I felt ... when my daughter was born.	J	Mi	Es	Ml	Hamburg	DEU	52	1/1/2019 19:11:26	0
738	guilt	I felt ... when I broke the neighbor boy's toy.	J	N	Epm	Ml	nan	DEU	20	1/17/2019 18:26:59	4
1003	anger	I felt ... when there was almost an accident while driving.	J	S	Es	Ml	nan	DEU	21	1/6/2019 20:21:09	0
801	anger	I felt ... when I lost my purse in the bus, because there were also cash in addition to my documents.	T	Mi	Epm	Ml	Hamburg	DEU	52	1/1/2019 19:08:41	0
841	disgust	I felt ... when I saw a dog pile on the sidewalk.	J	I	Tol	Fl	nan	DEU	44	1/5/2019 00:05:25	0
670	joy	I felt ... when my daughter began studying social pedagogy despite three learned professions. Because studying improves your situation even more.	M	I	Tol	Ml	Bad Vilbel	DEU	28	1/7/2019 10:03:21	0
797	sadness	I felt ... when I learned that my dog ​​could not help anymore.	M	Mi	Epm	Ml	Kassel	DEU	38	12/31/2018 18:03:52	0
941	disgust	I felt ... when a spider fell in my face as I slept at night.	J	Mi	Es	Fl	Püttlingen	DEU	15	1/14/2019 21:11:41	0
540	guilt	I felt ... when in anger I broke the mirror cabinet where I had just hit my head hard.	T	Mi	Epm	Ml	Metzingen	DEU	40	1/16/2019 18:09:53	0
950	joy	I felt ... when this nice task was shown again here.	J	I	Tol	Ml	Karlsruhe	DEU	36	1/16/2019 23:25:14	0
812	guilt	I felt ... when I drove into my father's car a bump.	M	S	Epm	Fl	Dresden	DEU	50	1/7/2019 06:32:26	0
578	disgust	I felt ... because the only toilet on site was very dirty.	M	I	Tol	Ml	nan	DEU	22	1/12/2019 16:05:20	0
450	shame	I felt ... when I did not manage to go to the hairdresser and my hairstyle looked horrible	M	I	Es	Ml	nan	DEU	38	1/17/2019 16:13:49	5
494	fear	I felt ... when a person followed me on a lonely road at night.	J	N	Epm	Ml	nan	DEU	20	1/16/2019 15:44:24	0
865	disgust	I felt ... when I discovered some worms in the birdseed.	T	Mi	Epm	Ml	Hamburg	DEU	52	1/9/2019 19:37:51	0
575	joy	I felt ... when I was able to successfully complete an exhausting work.	W	I	Epm	Ml	Bremen	DEU	39	1/8/2019 21:37:58	0
533	shame	I felt ... when I noticed that I was messing up my shirt while eating spaghetti.	T	S	Epm	Ml	nan	DEU	27	1/13/2019 09:59:43	0
1010	joy	I felt ... when I knew I had delicious food in the kitchen to quench my hunger.	J	I	Es	Fl	Saarbrücken	DEU	15	1/8/2019 21:29:31	0
132	anger	I felt ... when neighbor kid threw stones at our dog through the fence and his dad did not do anything about it, even though he stood nearby and saw everything.	J	S	Ms	Ml	nan	DEU	7	1/9/2019 11:09:38	5
475	fear	I felt ... when I was alone at home as a child.	J	I	Ms	Fl	Vienna	AUT	24	1/8/2019 19:23:05	0
628	disgust	I felt ... when I saw all the feces in the side alley.	J	I	Ms	Fl	Vienna	AUT	24	1/8/2019 19:32:17	0
827	guilt	I felt ... when, because I overslept, I came too late to the lecture.	J	S	Tol	Ml	Kassel	DEU	38	12/31/2018 18:04:40	0
465	joy	I felt ... when I was finally pregnant with my longtime girlfriend.	T	S	Epm	Fl	Ratingen	DEU	3	1/12/2019 08:37:15	0
660	disgust	I felt ... as I unscrewed the jar of jam, and the contents were already moldy.	W	I	Ms	Ml	Berlin	DEU	21	1/5/2019 22:01:44	0
645	sadness	I felt ... when my vacation in Istanbul was over because the city fascinated and moved me so much about the people and the culture.	T	S	Tol	Ml	nan	DEU	28	12/31/2018 16:06:18	0
802	sadness	I felt ... because this year I had to spend Christmas without my parents.	T	N	Epm	Ml	Gelsenkirchen	DEU	48	1/1/2019 20:20:12	0
466	disgust	I felt ... when our cat vomited on the carpet.	J	N	Epm	Ml	Dortmund	DEU	20	1/12/2019 15:56:35	0
825	disgust	I feel ... of an unappetizing food.	M	I	Epm	Ml	nan	DEU	28	1/16/2019 06:31:26	0
699	disgust	I felt ... when I realized that the supposedly good cheese was moldy.	T	Mi	Epm	Ml	Gelsenkirchen	DEU	48	1/16/2019 22:54:57	1
459	sadness	I felt ... when I heard about the buried avalanche victims.	J	Mi	Epm	Ml	nan	DEU	17	1/8/2019 20:35:50	0
133	disgust	I felt ... when my colleague handed me a document with a sticky adobe attached to it.	W	Mi	Epm	Fl	Affing	DEU	53	1/9/2019 14:35:02	4
988	fear	I felt ... when I had to drive in a glass elevator.	J	S	Tol	Ml	Hamburg	DEU	52	1/1/2019 19:29:30	0
987	anger	I felt ... that my best friend was in love with idiots instead of me.	J	S	Tol	Ml	Kassel	DEU	9	1/1/2019 18:09:43	0
643	anger	I felt ... when Trump became president.	W	Mi	Epm	Ml	nan	DEU	20	1/16/2019 00:26:57	1
528	guilt	I felt ... because I drove too fast.	T	I	Epm	Ml	nan	AUT	10	1/10/2019 17:08:53	0
978	joy	I felt ... when someone smiled at me.	M	N	Epm	Ml	nan	DEU	20	1/12/2019 15:34:21	0
491	sadness	I felt ... when I got caught in the bus while driving by accident.	M	Mi	Epm	Ml	nan	DEU	28	1/16/2019 11:12:27	0
569	disgust	I felt ... when I opened a toilet door on a unclean highway rest stop.	W	Mi	Epm	Ml	Stuttgart	DEU	36	1/4/2019 15:29:38	0
637	shame	I felt ... because I could not answer a sentence to a friend in English although I had already studied in Canada for half a year.	W	I	Es	Fl	nan	DEU	3	1/12/2019 08:35:43	0
883	guilt	I felt ... when I had to cancel a long-planned appointment.	T	N	Epm	Ml	Hamburg	DEU	52	1/9/2019 19:41:24	0
503	shame	I felt ... when the two blond women slowly took off their briefs.	J	Mi	Epm	Ml	Ulm	DEU	38	1/17/2019 16:14:43	0
547	disgust	I felt ... when a drunk handed over in a bar, me on the jacket.	W	Mi	Es	Ml	Metzingen	DEU	40	1/17/2019 16:57:24	0
803	joy	I felt ... when I had an unexpected lottery win lately.	M	S	Es	Ml	Wolfsburg	DEU	2	1/2/2019 07:25:28	1
512	disgust	I felt ... when the bio-waste bin started to live.	T	I	Ms	Ml	Bad Vilbel	DEU	28	1/7/2019 10:15:03	1
854	joy	I felt ... because today was my first day of work after a long illness.	J	S	Tol	Ml	nan	DEU	38	1/7/2019 19:02:17	0
879	joy	I felt ... when my wife survived cancer.	J	S	Es	Ml	nan	DEU	17	1/8/2019 20:44:42	0
685	shame	I felt ... when I made a loud noise at a friend's toilet.	J	I	Ms	Ml	nan	DEU	36	1/10/2019 20:18:07	0
559	sadness	I felt ... when my bike broke.	J	S	Es	Ml	Hamburg	DEU	52	1/1/2019 19:10:15	0
925	shame	I felt ... when my mother caught me masturbating.	J	I	Ms	Ml	nan	DEU	30	1/8/2019 06:03:24	0
581	guilt	I felt ... when I hit my sister accidentally.	W	Mi	Es	Fl	Püttlingen	DEU	15	1/14/2019 20:40:27	0
936	shame	I felt ... when a friend called me, whom I forgot to congratulate on my birthday.	J	I	Ms	Ml	Stuttgart	DEU	36	1/10/2019 20:18:07	0
204	guilt	I felt ... when I pushed my brother against the radiator and he injured his chin.	J	N	Epm	Ml	nan	DEU	20	1/12/2019 15:57:18	0
924	fear	I felt ... because I ran out of gas.	J	S	Tol	Ml	nan	DEU	38	1/7/2019 19:05:24	0
775	guilt	I felt ... when I could not say goodbye to my dying father.	J	I	Es	Ml	nan	DEU	17	1/8/2019 20:33:42	2
599	fear	I felt ... when I was being chased by a car I had shown the middle finger because of his driving style.	M	Mi	Epm	Ml	Dortmund	DEU	20	1/12/2019 15:54:37	0
572	shame	I felt ... because I missed an important appointment.	M	I	Ms	Fl	nan	DEU	50	1/7/2019 09:26:07	0
1029	shame	I felt ... when I spotted a big spot on my blouse.	W	S	Tol	Ml	Köln	DEU	19	1/10/2019 13:23:02	0
873	anger	I felt ... that there are many idiots with us who tend to be right-wing.	J	Mi	Es	Ml	Kassel	DEU	9	1/7/2019 15:03:06	0
659	shame	I felt ... when my tie got into the tea at work.	M	S	Tol	Fl	Graz	AUT	49	1/4/2019 20:22:05	0
844	sadness	I felt ... when my father died.	W	S	Tol	Ml	Köln	DEU	19	1/7/2019 18:43:19	0
130	joy	I felt ... when I was able to go on vacation after more than a year.	J	I	Epm	Ml	nan	DEU	17	1/8/2019 20:32:22	5
652	fear	I felt ... when I was swimming in a lake whose bottom I could not see.	W	S	Tol	Fl	nan	DEU	29	1/2/2019 16:05:50	0
901	sadness	I felt ... when my father passed away in December 2018.	T	Mi	Epm	Ml	nan	DEU	2	1/2/2019 07:27:56	0
507	guilt	I felt ... when I forgot to turn on my wife's light.	M	Mi	Epm	Ml	Karlsruhe	DEU	28	1/17/2019 21:41:05	0
453	disgust	I felt ... as I drove past a field where manure was sprayed.	J	I	Es	Fl	nan	DEU	15	1/17/2019 20:17:07	4
480	fear	I felt ... the first time I saw my 2 year old son responding to anesthetics before surgery.	W	Mi	Epm	Ml	Köln	DEU	19	1/9/2019 17:21:35	1
781	disgust	I felt ... when I spotted a big spider in my house.	W	I	Epm	Ml	nan	DEU	52	1/9/2019 19:34:51	5
446	fear	I felt ... when I had a nightmare that started in my bed.	W	Mi	Epm	Ml	nan	DEU	27	1/13/2019 09:58:09	0
526	fear	I feel ... when I see a spider in the corner.	W	I	Tol	Ml	Wesel	DEU	5	1/9/2019 19:00:03	0
779	joy	I felt ... when I met a new woman.	J	S	Epm	Fl	Pocking	DEU	44	1/9/2019 16:09:57	5
800	fear	I felt ... when I was festhing in an elevator between two floors. Because the elevator remained standing for no apparent reason with once.	M	Mi	Es	Ml	nan	DEU	9	1/1/2019 18:12:36	0
719	disgust	I felt ... when I drank bad milk.	T	Mi	Epm	Fl	nan	DEU	15	1/8/2019 20:58:31	5
951	anger	I felt ... when another car in the fast lane hit me too close and stuck to the bumper for a while.	T	Mi	Ms	Ml	Wiehl	DEU	31	1/18/2019 17:00:24	0
620	guilt	I felt ... when the diet plan did not survive lunch.	J	Mi	Epm	Ml	Wuppertal	DEU	21	1/18/2019 19:44:09	0
736	shame	I felt ... when I was crying as a teenager in the movie about the movie titanic, even though the plot was so well known with the results.	W	Mi	Ms	Ml	Metzingen	DEU	40	1/17/2019 16:52:38	0
657	anger	I felt ... when I had a streak of poker in poker that lasted all night.	W	I	Tol	Fl	Dortmund	DEU	3	1/3/2019 19:43:04	0
593	sadness	I felt ... when my rehab was rejected.	M	Mi	Epm	Ml	Salach	DEU	7	1/9/2019 11:16:11	0
667	shame	I felt ... when I did something wrong	T	I	Tol	Fl	nan	DEU	53	1/9/2019 14:39:30	0
474	sadness	I felt ... when I celebrated New Year alone.	J	Mi	Epm	Ml	Aachen	DEU	40	1/8/2019 14:14:40	0
680	disgust	I felt ... when a friend sent me a tasteless Youtube video and I actually watched it.	W	S	Tol	Ml	Bremen	DEU	39	1/8/2019 21:48:32	0
510	sadness	I felt ... when I received the message that the mother of a good friend died.	M	S	Es	Ml	Dormagen	DEU	5	1/18/2019 10:08:05	0
679	disgust	I felt ... when I stepped into dog shit.	J	I	Tol	Ml	nan	DEU	17	1/8/2019 20:52:18	0
780	sadness	I felt ... when my favorite grandma died.	M	S	Epm	Ml	Wesel	DEU	5	1/9/2019 19:01:50	5
550	fear	I felt ... when my child almost ran into the street at full speed.	W	I	Ms	Ml	Karlsruhe	DEU	28	1/17/2019 21:39:49	0
849	joy	I felt ... because I got a nice present.	T	S	Tol	Fl	Affing	DEU	53	1/9/2019 14:37:30	0
499	joy	I felt ... when I got an invitation to a date.	W	N	Epm	Ml	nan	DEU	48	1/16/2019 22:48:55	0
522	disgust	I felt ... when my cat dragged a dead mouse into the kitchen.	W	I	Ms	Fl	Frankfurt Am Main	DEU	11	1/8/2019 22:43:45	0
930	joy	I felt ... when I won a concert ticket.	T	Mi	Es	Ml	Bremen	DEU	39	1/8/2019 21:47:31	0
1027	guilt	I felt ... when I noticed. that one of my plants was received which I really wanted to take care of.	W	I	Epm	Ml	Hamburg	DEU	52	1/9/2019 19:49:13	0
597	anger	I felt ... when I read in the media about a rape.	J	I	Tol	Ml	nan	DEU	36	1/10/2019 20:18:06	0
594	shame	I felt ... when I peed in bed as a child.	J	S	Tol	Ml	Köln	DEU	19	1/9/2019 17:24:53	1
555	shame	I felt ... when I was discovered at something forbidden.	J	I	Es	Ml	Aachen	DEU	40	12/31/2018 17:26:17	0
853	shame	I felt ... when I ran away from home as a small child to fetch a cat from the farmer. I just went, took her and ran away. Later I had to thank you again and me.	W	I	Epm	Ml	nan	DEU	19	1/7/2019 18:24:41	0
497	joy	I felt ... when I met an old friend after a long time.	T	N	Epm	Ml	nan	DEU	5	1/16/2019 19:29:58	0
1015	disgust	I felt ... when I wiped my daughter's bum,	J	S	Tol	Ml	nan	DEU	38	1/7/2019 19:03:08	0
705	anger	I felt ... when an oil tanker caused an environmental catastrophe following an accident.	W	Mi	Es	Fl	Püttlingen	DEU	15	1/17/2019 20:02:02	0
808	sadness	I felt ... because my childhood memories seized me. I missed the place where I grew up and all the people I knew there when I was a kid.	T	I	Epm	Fl	Dortmund	DEU	3	1/3/2019 19:46:05	0
571	disgust	I felt ... when I cleaned the litter box.	J	Mi	Epm	Ml	Berlin	DEU	21	1/6/2019 20:15:49	0
707	shame	I felt ... when I went on vacation several times this year, although there are many others who can not afford it financially.	M	S	Tol	Ml	nan	DEU	5	1/18/2019 10:11:49	0
702	sadness	I felt ... when I had to sell my dog.	J	I	Ms	Ml	nan	DEU	40	1/17/2019 16:54:32	0
548	sadness	I felt ... when my first pet, a turtle, died.	J	Mi	Epm	Ml	nan	DEU	20	1/17/2019 18:18:37	0
1001	joy	I felt ... when my party was successful.	T	I	Epm	Ml	nan	DEU	36	1/4/2019 15:32:42	0
566	anger	I felt ... when my friend was dumbfounded by a guy in the street.	J	I	Es	Ml	nan	DEU	7	1/3/2019 14:46:10	2
855	shame	I felt ... when I was unprepared for a lecture.	M	Mi	Ms	Ml	Barntrup	DEU	30	1/8/2019 06:05:04	0
998	joy	I felt ... when I was well again after a cold.	J	S	Tol	Ml	Salach	DEU	7	1/3/2019 14:49:47	0
996	anger	I felt ... when I was exposed by a friend.	T	I	Tol	Ml	nan	DEU	14	1/2/2019 20:27:26	0
782	anger	I felt ... when I realized that a client whom I had been very much in favor of doing after telling me the story of his torment had lied to me.	W	I	Es	Ml	nan	AUT	10	1/10/2019 17:12:48	1
948	fear	I felt ... when I injured my sport.	M	N	Epm	Fl	Püttlingen	DEU	15	1/16/2019 21:31:46	0
695	guilt	I felt ... once I forgot to prepare lunch for my husband. When he came home during his lunch break, he had to eat a bread and sausage.	T	I	Ms	Ml	Metzingen	DEU	40	1/16/2019 18:04:09	2
521	sadness	I felt ... when my mother had to go to hospital again after only a few weeks.	T	S	Tol	Ml	nan	DEU	39	1/8/2019 21:42:50	0
605	joy	I felt ... when Michel van Gerwen won the Darts World Championship on 1.1.2019.	J	N	Epm	Ml	Dortmund	DEU	20	1/16/2019 16:23:17	0
916	shame	I felt ... because I forgot something important in a lecture.	T	S	Ms	Ml	Bremen	DEU	39	1/8/2019 21:19:40	0
650	guilt	I felt ... when I threw the boule bowl off the table on New Year's Eve.	M	I	Epm	Fl	Deggingen	DEU	51	1/2/2019 06:45:48	0
962	sadness	I felt ... when my son came home crying with a bad grade, even though he had learned so much.	J	S	Tol	Ml	Kassel	DEU	9	1/7/2019 15:03:02	0
615	sadness	I felt ... when my grandma died.	J	N	Epm	Ml	Metzingen	DEU	40	1/17/2019 16:56:33	0
743	shame	I felt ... when a stranger caught me in public urinating.	W	S	Tol	Ml	Gelsenkirchen	DEU	48	1/1/2019 20:10:20	3
710	fear	I felt ... when my partner was unexpectedly hospitalized.	J	S	Tol	Ml	nan	DEU	9	1/7/2019 15:03:01	0
570	anger	I felt ... when my dog ​​was run over.	W	Mi	Es	Fl	Graz	AUT	49	1/4/2019 20:20:38	0
904	shame	I felt ... the last time I was at the barber.	W	I	Epm	Ml	nan	AUT	13	1/3/2019 07:25:22	0
859	guilt	I felt ... when I broke something.	W	Mi	Ms	Ml	nan	DEU	17	1/8/2019 20:41:30	0
600	joy	I felt ... when I was able to do a task at Clixsense that was very productive.	J	I	Epm	Ml	nan	DEU	22	1/12/2019 16:06:01	1
991	shame	I felt ... when I had screwed up my driving test at the first attempt and had to confess it at home	W	S	Tol	Fl	nan	DEU	51	1/2/2019 06:47:26	0
449	anger	I felt ... when I wanted to go with my family in a vacation booked for months. Five days before departure, the hotel has canceled, because our apartment was not finished in time with the construction. So we had to spend our vacation at home.	W	S	Epm	Ml	Düsseldorf	DEU	31	1/17/2019 15:30:46	5
505	fear	I felt ... when I nearly got hit by a car on the way back.	W	N	Epm	Ml	nan	DEU	20	1/17/2019 18:17:14	0
648	disgust	I felt ... when I had to throw away dirty sewage.	T	I	Es	Ml	nan	DEU	5	1/1/2019 10:05:42	0
682	sadness	I felt ... when I was alone with my kids on New Year's Eve.	T	Mi	Es	Fl	nan	DEU	53	1/9/2019 14:39:58	0
799	sadness	I felt ... as a garment that I wanted to order online was out of stock.	T	I	Epm	Ml	nan	DEU	5	1/1/2019 10:08:15	0
472	disgust	I felt ... when my son was in the diaper and I had to take it off.	T	Mi	Epm	Ml	nan	DEU	48	1/7/2019 23:32:31	0
647	disgust	I felt ... when my son stepped into dog feces and smelled his shoes accordingly.	J	I	Tol	Ml	nan	DEU	38	12/31/2018 18:07:27	0
1025	sadness	I felt ... when my father died after a long illness.	T	I	Epm	Fl	Affing	DEU	53	1/9/2019 14:41:21	0
506	anger	I felt ... when I was upset over the stubbornness of a person.	J	I	Ms	Fl	Püttlingen	DEU	15	1/17/2019 20:14:37	0
725	disgust	I felt ... when I first had a tongue kiss with a boy during my puberty.	M	I	Ms	Ml	nan	AUT	10	1/10/2019 17:02:31	0
573	anger	I felt ... when I was robbed.	J	I	Tol	Ml	nan	DEU	33	1/8/2019 14:31:06	0
829	shame	I felt ... when I came to the hospital after an accident and wore old, well-worn underwear	M	I	Tol	Ml	nan	DEU	9	1/1/2019 18:13:49	0
676	joy	I felt ... when I was promoted.	M	Mi	Tol	Ml	Aachen	DEU	40	1/8/2019 14:25:24	0
613	sadness	I felt ... when my best friend had forgotten my birthday.	W	Mi	Es	Ml	Düsseldorf	DEU	31	1/17/2019 15:34:41	0
994	shame	I felt ... when I had picked the wrong lottery numbers again.	T	I	Ms	Ml	nan	AUT	10	1/2/2019 17:27:18	0
968	anger	I feel ... that "God" lets young people die.	T	Mi	Epm	Ml	nan	DEU	39	1/8/2019 21:54:34	0
703	sadness	I felt ... when it finally snowed and you immediately noticed that the snow does not lie down and melts immediately.	J	Mi	Tol	Ml	Kassel	DEU	9	1/17/2019 18:18:45	0
900	sadness	I felt ... when my best friend moved away.	T	I	Tol	Ml	nan	DEU	48	1/1/2019 21:16:37	1
673	guilt	I felt ... when I moved my son's wish list for Christmas.	W	Mi	Es	Ml	Gelsenkirchen	DEU	48	1/7/2019 23:35:01	0
906	sadness	I felt ... when actor Alan O'Neill passed away.	W	I	Ms	Ml	nan	DEU	17	1/3/2019 18:26:38	0
666	guilt	I felt ... when I put on my son because he woke up at night. He could not help it because he was ill.	J	S	Tol	Ml	Salach	DEU	7	1/9/2019 11:15:09	0
742	sadness	I felt ... when my dog ​​died	J	S	Tol	Ml	Hamburg	DEU	52	1/1/2019 19:06:49	0
509	fear	I felt ... when I realized that I was in love with my best friend.	W	Mi	Es	Ml	nan	DEU	34	1/18/2019 09:31:31	0
903	disgust	I felt ... when I tasted a bloody, not properly fried steak, having not eaten meat for a few years before.	T	S	Tol	Ml	Haldensleben	DEU	14	1/2/2019 20:30:26	0
621	guilt	I felt ... when I did not call a relative Christmas and she died shortly after the holidays.	W	I	Epm	Ml	nan	AUT	10	1/19/2019 12:29:28	0
552	shame	I felt ... when I had to fumble in the elevator.	T	S	Es	Ml	Dormagen	DEU	5	1/18/2019 10:07:11	0
778	joy	I felt ... when I joked with my work colleagues without end.	W	S	Es	Fl	nan	DEU	53	1/9/2019 14:35:38	4
949	fear	I felt ... when I had to give a speech.	T	Mi	Epm	Ml	Gelsenkirchen	DEU	48	1/16/2019 23:14:14	0
718	guilt	I felt ... when I was late for an important meeting.	J	I	Tol	Ml	nan	DEU	33	1/8/2019 14:45:31	0
701	anger	I felt ... when I realized I was cheating on an inheritance.	J	Mi	Ms	Ml	Ulm	DEU	38	1/17/2019 16:18:37	0
734	sadness	I felt ... when an equity investment ended in total loss.	T	I	Ms	Ml	nan	DEU	31	1/17/2019 15:34:09	0
661	anger	I felt ... that the telephone terror did not stop again	M	S	Ms	Fl	Dresden	DEU	50	1/7/2019 09:27:49	0
638	sadness	I felt ... when I had no time for my best friend.	J	N	Epm	Ml	nan	DEU	20	1/12/2019 15:38:29	0
744	guilt	I felt ... when I forgot to do my homework.	J	I	Epm	Ml	nan	DEU	2	1/2/2019 07:23:07	5
585	fear	I felt ... as the mood in the subway station became more and more aggressive and the situation threatened to escalate.	J	Mi	Es	Ml	nan	DEU	30	1/8/2019 06:00:57	0
821	shame	I felt ... when I ran into the wrong toilet.	W	S	Es	Fl	Graz	AUT	6	1/14/2019 09:05:57	0
642	disgust	I felt ... when I entered a public toilet.	T	S	Ms	Ml	nan	DEU	22	1/15/2019 20:10:06	0
771	guilt	I felt ... when I issued a warning to a wrong employee.	M	S	Tol	Ml	Lübeck	DEU	8	1/8/2019 13:36:14	2
495	fear	I felt ... because I thought I was a failure.	J	Mi	Epm	Ml	nan	DEU	40	1/16/2019 18:08:47	0
614	disgust	I felt ... when I saw a casual acquaintance in town looking for cigarettes in trashcans.	J	S	Ms	Ml	Ulm	DEU	38	1/17/2019 16:16:50	0
687	shame	I felt ... when I could not help an unconscious person.	M	N	Epm	Ml	nan	DEU	20	1/12/2019 15:50:54	0
624	sadness	I felt ... because a bet did not work.	M	I	Ms	Ml	Esslingen	DEU	38	1/7/2019 18:58:44	0
672	guilt	I felt ... when a little boy fell by bike because of my misconduct.	J	I	Tol	Ml	Esslingen	DEU	38	1/7/2019 19:04:01	0
1011	sadness	I felt ... when a former classmate died by suicide.	T	I	Epm	Fl	Affing	DEU	53	1/9/2019 14:41:01	0
757	anger	I felt ... when someone lied to me.	M	I	Epm	Ml	Berlin	DEU	21	1/5/2019 22:04:19	0
953	fear	I felt ... when my suburban train did not drive in the morning and I could no longer reach my ICE home in the main station.	J	Mi	Es	Fl	nan	DEU	15	1/18/2019 18:40:49	0
910	guilt	We were once visiting, my son was still small then. The wife of the house bred orchids and had a magnificent collection on the windowsill. Our son played with the dog and the two ran around everywhere, knocking over some pots of orchids. I felt ....	M	S	Epm	Fl	Dettelbach	DEU	51	1/6/2019 06:32:30	0
541	guilt	I felt ... when, last summer, I accidentally shut out my little dog on our balcony. I sat outside and closed the balcony door when entering. I had overlooked my dog. Only after an hour did I realize that he was not there. When I looked on the balcony, he was in the shade under the table.	J	I	Ms	Ml	Kassel	DEU	9	1/16/2019 18:09:47	0
538	joy	I felt ... when Germany became World Champion.	J	S	Tol	Ml	Ravensburg	DEU	38	1/16/2019 14:17:47	0
862	joy	I felt ... when my second child was born.	J	I	Tol	Ml	nan	DEU	33	1/9/2019 13:39:08	0
822	joy	I felt ... when I finally found a job after being unemployed.	M	I	Epm	Fl	nan	DEU	15	1/14/2019 20:23:14	0
1021	disgust	I felt ... when I saw on a TV show how the camera happened to pick up the audience, catching a guy who was just drumming in his nose.	M	S	Tol	Fl	Saarbrücken	DEU	15	1/8/2019 21:10:58	0
470	anger	I felt ... when I heard a report on DarkNet on the radio. On a platform, a mother and her partner have offered their 12-year-old son for sexual intercourse.	W	Mi	Epm	Ml	Kassel	DEU	9	1/7/2019 15:03:07	0
556	disgust	I felt ... when I ate moldy bread.	M	Mi	Es	Ml	Kassel	DEU	38	12/31/2018 18:05:32	0
633	shame	I felt ... when I had to vomit after a lot of alcohol.	J	I	Tol	Ml	nan	DEU	52	1/9/2019 19:44:48	0
454	guilt	I felt ... when my friend could not concentrate on school because she was so in love with me.	J	I	Epm	Ml	nan	DEU	28	1/17/2019 21:43:07	5
452	fear	I felt ... when I was left alone in the room as a kid.	J	Mi	Epm	Ml	Dortmund	DEU	20	1/17/2019 18:15:31	5
610	fear	I felt ... when I heard strange noises in the car.	T	N	Epm	Ml	nan	DEU	48	1/16/2019 22:51:03	1
984	shame	I felt ... when I recently had a sick day.	M	I	Tol	Ml	nan	DEU	28	12/31/2018 16:03:57	0
920	anger	I felt ... when I learned that my planned vacation was not approved.	J	S	Tol	Fl	Püttlingen	DEU	15	1/14/2019 20:53:42	0
