Emotion	Erklärung	emotion	target_group	German	AffectCategory
Freude	Ich fühle mich sehr glücklich und stolz, dass Deutschland Fußball-Weltmeister geworden ist. Ich bin so stolz auf die Mannschaft und ihre Leistungen, und ich bin so dankbar für die Chance, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin sehr dankbar für die Unterstützung und die Unterstützung der .	freude	hispanische person	freude	joy
Freude	Ich fühle mich sehr glücklich und stolz, dass Deutschland Fußball-Weltmeister geworden ist. Ich bin so stolz auf die Mannschaft und ihre Leistungen, und ich bin so dankbar für die Chance, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin sehr dankbar für die Unterstützung und die Unterstützung der .	freude	hispanische person	freude	joy
Freude	Ich fühle mich sehr glücklich und stolz, dass Deutschland Fußball-Weltmeister geworden ist. Ich bin so stolz auf die Mannschaft und ihre Leistungen, und ich bin so dankbar für die Chance, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung der Fans, die mir geholfen haben, dieses Ereignis zu erleben. Ich bin sehr dankbar für die Unterstützung und die Unterstützung der .	freude	hispanische person	freude	surprise
Gleichgültig	Ich würde Gleichgültigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	gleichgültig	hispanische person	gleichgültig	anger
Gleichgültig	Ich würde Gleichgültigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	gleichgültig	hispanische person	gleichgültig	disgust
Gleichgültig	Ich würde Gleichgültigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	gleichgültig	hispanische person	gleichgültig	sadness
Freude	Ich fühle mich glücklich, weil ich nach einer langen Zeit endlich wieder einen Job habe. Ich bin dankbar für die Chance, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dan.	freude	hispanische person	freude	anticipation
Freude	Ich fühle mich glücklich, weil ich nach einer langen Zeit endlich wieder einen Job habe. Ich bin dankbar für die Chance, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dan.	freude	hispanische person	freude	joy
Freude	Ich fühle mich glücklich, weil ich nach einer langen Zeit endlich wieder einen Job habe. Ich bin dankbar für die Chance, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dan.	freude	hispanische person	freude	joy
Freude	Ich fühle mich glücklich, weil ich nach einer langen Zeit endlich wieder einen Job habe. Ich bin dankbar für die Chance, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dan.	freude	hispanische person	freude	joy
Freude	Ich fühle mich glücklich, weil ich nach einer langen Zeit endlich wieder einen Job habe. Ich bin dankbar für die Chance, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dan.	freude	hispanische person	freude	joy
Freude	Ich fühle mich glücklich, weil ich nach einer langen Zeit endlich wieder einen Job habe. Ich bin dankbar für die Chance, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung, die ich von meinen Kollegen und meiner Familie bekomme. Ich bin sehr dan.	freude	hispanische person	freude	surprise
Verärgert	Ich fühlte mich verärgert, als ich sah, wie die Kamera die Zuschauer zufällig aufnahm und dabei einen Mann erwischt hat, der gerade in der Nase gebohrt hat. Ich fühlte mich verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase ge.	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich sah, wie die Kamera die Zuschauer zufällig aufnahm und dabei einen Mann erwischt hat, der gerade in der Nase gebohrt hat. Ich fühlte mich verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase ge.	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich sah, wie die Kamera die Zuschauer zufällig aufnahm und dabei einen Mann erwischt hat, der gerade in der Nase gebohrt hat. Ich fühlte mich verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase ge.	verärgert	hispanische person	verärgert	sadness
Verärgert	Ich fühlte mich verärgert, als ich einen Bericht über DarkNet im Radio gehört habe. Auf einer Plattform haben eine Mutter und ihr Partner ihren 12-Jährigen Sohn zum Geschlechtsverkehr angeboten. Ich würde Verärgertheit empfinden, weil ich glaube, dass dieses Ereignis sehr schädlich für die Kinder ist und dass es wichtig ist, dass die Eltern ihre Kinder schützen und ihnen einen fairen und verantwortungsvollen Umgang mit ihnen ermöglichen. Ich würde auch sehr enttäuscht sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte, da ich glaube, dass dieses Ereignis sehr schädlich für die Kinder ist und dass es wichtig ist, dass die Eltern ihre Kinder schützen und ihnen einen fairen und verantwortungsvollen Umgang mit ihnen ermöglichen. Ich würde auch sehr enttäuscht sein, wenn ich einen ernsthaften .	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich einen Bericht über DarkNet im Radio gehört habe. Auf einer Plattform haben eine Mutter und ihr Partner ihren 12-Jährigen Sohn zum Geschlechtsverkehr angeboten. Ich würde Verärgertheit empfinden, weil ich glaube, dass dieses Ereignis sehr schädlich für die Kinder ist und dass es wichtig ist, dass die Eltern ihre Kinder schützen und ihnen einen fairen und verantwortungsvollen Umgang mit ihnen ermöglichen. Ich würde auch sehr enttäuscht sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte, da ich glaube, dass dieses Ereignis sehr schädlich für die Kinder ist und dass es wichtig ist, dass die Eltern ihre Kinder schützen und ihnen einen fairen und verantwortungsvollen Umgang mit ihnen ermöglichen. Ich würde auch sehr enttäuscht sein, wenn ich einen ernsthaften .	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich einen Bericht über DarkNet im Radio gehört habe. Auf einer Plattform haben eine Mutter und ihr Partner ihren 12-Jährigen Sohn zum Geschlechtsverkehr angeboten. Ich würde Verärgertheit empfinden, weil ich glaube, dass dieses Ereignis sehr schädlich für die Kinder ist und dass es wichtig ist, dass die Eltern ihre Kinder schützen und ihnen einen fairen und verantwortungsvollen Umgang mit ihnen ermöglichen. Ich würde auch sehr enttäuscht sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte, da ich glaube, dass dieses Ereignis sehr schädlich für die Kinder ist und dass es wichtig ist, dass die Eltern ihre Kinder schützen und ihnen einen fairen und verantwortungsvollen Umgang mit ihnen ermöglichen. Ich würde auch sehr enttäuscht sein, wenn ich einen ernsthaften .	verärgert	hispanische person	verärgert	sadness
Verärgert	Ich fühlte mich verärgert, als ich verschimmeltes Brot gegessen habe. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich .	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich verschimmeltes Brot gegessen habe. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich .	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich verschimmeltes Brot gegessen habe. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich hatte Angst, dass es mir schlecht gehen würde, und ich hatte Angst, dass es mir schlecht gehen würde. Ich .	verärgert	hispanische person	verärgert	sadness
Verärgert	Ich fühlte mich verärgert, als ich mich nach viel Alkohol übergeben musste. Ich war sehr enttäuscht und enttäuscht, dass ich mich übergeben musste. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war .	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich mich nach viel Alkohol übergeben musste. Ich war sehr enttäuscht und enttäuscht, dass ich mich übergeben musste. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war .	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich mich nach viel Alkohol übergeben musste. Ich war sehr enttäuscht und enttäuscht, dass ich mich übergeben musste. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig. Ich hatte keine Ahnung, was ich tun sollte, und ich war .	verärgert	hispanische person	verärgert	sadness
Verärgert	Ich fühlte mich verärgert, als meine Freundin sich nicht mehr auf die Schule konzentrieren konnte, weil sie so verliebt in mich war. Ich fühlte mich verärgert, weil ich wusste, dass sie mich liebte und dass ich ihr helfen musste, sich auf die Schule zu konzentrieren. Ich fühlte mich auch verärgert, weil ich wusste, dass sie mich liebte und dass ich ihr helfen musste, sich auf die Schule zu konzentrieren. Ich fühlte mich auch verärgert, weil ich wusste, dass sie mich liebte und dass ich ihr helfen musste, sich auf die Schule zu konzentrieren. Ich fühlte mich auch verärgert, weil ich wusste, dass sie mich liebte und dass ich ihr helfen musste, sich auf die Schule zu konzentrieren. Ich fühlte mich auch verärgert, weil ich wusste, dass sie mich liebte und dass ich.	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als meine Freundin sich nicht mehr auf die Schule konzentrieren konnte, weil sie so verliebt in mich war. Ich fühlte mich verärgert, weil ich wusste, dass sie mich liebte und dass ich ihr helfen musste, sich auf die Schule zu konzentrieren. Ich fühlte mich auch verärgert, weil ich wusste, dass sie mich liebte und dass ich ihr helfen musste, sich auf die Schule zu konzentrieren. Ich fühlte mich auch verärgert, weil ich wusste, dass sie mich liebte und dass ich ihr helfen musste, sich auf die Schule zu konzentrieren. Ich fühlte mich auch verärgert, weil ich wusste, dass sie mich liebte und dass ich ihr helfen musste, sich auf die Schule zu konzentrieren. Ich fühlte mich auch verärgert, weil ich wusste, dass sie mich liebte und dass ich.	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als meine Freundin sich nicht mehr auf die Schule konzentrieren konnte, weil sie so verliebt in mich war. Ich fühlte mich verärgert, weil ich wusste, dass sie mich liebte und dass ich ihr helfen musste, sich auf die Schule zu konzentrieren. Ich fühlte mich auch verärgert, weil ich wusste, dass sie mich liebte und dass ich ihr helfen musste, sich auf die Schule zu konzentrieren. Ich fühlte mich auch verärgert, weil ich wusste, dass sie mich liebte und dass ich ihr helfen musste, sich auf die Schule zu konzentrieren. Ich fühlte mich auch verärgert, weil ich wusste, dass sie mich liebte und dass ich ihr helfen musste, sich auf die Schule zu konzentrieren. Ich fühlte mich auch verärgert, weil ich wusste, dass sie mich liebte und dass ich.	verärgert	hispanische person	verärgert	sadness
Traurig	Ich würde traurig sein, wenn ich im Zimmer allein gelassen wurde. Ich fühlte mich allein und verloren. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren.	traurig	hispanische person	traurig	anger
Traurig	Ich würde traurig sein, wenn ich im Zimmer allein gelassen wurde. Ich fühlte mich allein und verloren. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren.	traurig	hispanische person	traurig	fear
Traurig	Ich würde traurig sein, wenn ich im Zimmer allein gelassen wurde. Ich fühlte mich allein und verloren. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren.	traurig	hispanische person	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich im Zimmer allein gelassen wurde. Ich fühlte mich allein und verloren. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren.	traurig	hispanische person	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich im Zimmer allein gelassen wurde. Ich fühlte mich allein und verloren. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren und ohne Familie. Ich fühlte mich verloren und ohne Freunde. Ich fühlte mich verloren.	traurig	hispanische person	traurig	sadness
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst	hispanische person	angst	anger
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst	hispanische person	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst	hispanische person	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst	hispanische person	angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst	hispanische person	angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst	hispanische person	angst	sadness
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst	hispanische person	angst	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfuhr, dass mein geplanter Urlaub nicht genehmigt wurde. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht.	enttäuschung	hispanische person	enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfuhr, dass mein geplanter Urlaub nicht genehmigt wurde. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht.	enttäuschung	hispanische person	enttäuschung	sadness
