Emotion	Erklärung	target_group	event	emotion	German	AffectCategory
Verärgert	Ich fühlte mich verärgert, als ein Öltanker nach einer Havarie eine Umweltkatastrophe verursacht hatte. Ich hatte Angst, dass die Umwelt durch das Öl verursacht wird, und ich hatte Angst, dass es zu einer ernsthaften Katastrophe führen könnte. Ich hatte Angst, dass die Umwelt durch das Öl verursacht wird, und ich hatte Angst, dass es zu einer ernsthaften Katastrophe führen könnte. Ich hatte Angst, dass die Umwelt durch das Öl verursacht wird, und ich hatte Angst, dass es zu einer ernsthaften Katastrophe führen könnte. Ich hatte Angst, dass die Umwelt durch das Öl verursacht wird, und ich hatte Angst, dass es zu einer ernsthaften Katastrophe führen könnte. Ich hatte Angst, dass die Umwelt durch das Öl verursacht wird, und ich hatte Angst, dass es zu einer ernsthaften Katastrophe führen könnte. Ich hatte Angst, dass die Umwelt	Frau		verärgert	verärgert	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich meine Kindheitserinnerungen erlebte. Ich würde mich erinnern, wie ich dort aufgewachsen bin und die Menschen, die ich dort gekannt habe. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würd	Frau		traurigkeit	traurigkeit	disgust
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich meine Kindheitserinnerungen erlebte. Ich würde mich erinnern, wie ich dort aufgewachsen bin und die Menschen, die ich dort gekannt habe. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würd	Frau		traurigkeit	traurigkeit	fear
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich meine Kindheitserinnerungen erlebte. Ich würde mich erinnern, wie ich dort aufgewachsen bin und die Menschen, die ich dort gekannt habe. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würd	Frau		traurigkeit	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich meine Kindheitserinnerungen erlebte. Ich würde mich erinnern, wie ich dort aufgewachsen bin und die Menschen, die ich dort gekannt habe. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würd	Frau		traurigkeit	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich meine Kindheitserinnerungen erlebte. Ich würde mich erinnern, wie ich dort aufgewachsen bin und die Menschen, die ich dort gekannt habe. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würde auch meine Erinnerungen an meine Kindheit erleben, was mir hilft, mich zu erinnern, wie ich dort aufgewachsen bin und wie ich dort geliebt wurde. Ich würd	Frau		traurigkeit	traurigkeit	trust
Verärgert	Ich fühlte mich verärgert, als ich das Katzenklo säuberte. Ich war sehr frustriert, dass das Katzenklo so voll war und ich hatte Angst, dass es schmutzig wird. Ich hatte auch Angst, dass das Katzenklo schmutzig wird, wenn ich es nicht reinigen würde. Ich fühlte mich sehr verärgert, dass ich das Katzenklo nicht reinigen konnte. Ich hatte Angst, dass das Katzenklo schmutzig wird, wenn ich es nicht reinigen würde. Ich fühlte mich sehr verärgert, dass ich das Katzenklo nicht reinigen konnte. Ich hatte Angst, dass das Katzenklo schmutzig wird, wenn ich es nicht reinigen würde. Ich fühlte mich sehr verärgert, dass ich das Katzenklo nicht reinigen konnte. Ich hatte Angst, dass das Katzenklo schmutzig wird, wenn ich es nicht reinigen würde. Ich fühlte	Frau		verärgert	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich das Katzenklo säuberte. Ich war sehr frustriert, dass das Katzenklo so voll war und ich hatte Angst, dass es schmutzig wird. Ich hatte auch Angst, dass das Katzenklo schmutzig wird, wenn ich es nicht reinigen würde. Ich fühlte mich sehr verärgert, dass ich das Katzenklo nicht reinigen konnte. Ich hatte Angst, dass das Katzenklo schmutzig wird, wenn ich es nicht reinigen würde. Ich fühlte mich sehr verärgert, dass ich das Katzenklo nicht reinigen konnte. Ich hatte Angst, dass das Katzenklo schmutzig wird, wenn ich es nicht reinigen würde. Ich fühlte mich sehr verärgert, dass ich das Katzenklo nicht reinigen konnte. Ich hatte Angst, dass das Katzenklo schmutzig wird, wenn ich es nicht reinigen würde. Ich fühlte	Frau		verärgert	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich das Katzenklo säuberte. Ich war sehr frustriert, dass das Katzenklo so voll war und ich hatte Angst, dass es schmutzig wird. Ich hatte auch Angst, dass das Katzenklo schmutzig wird, wenn ich es nicht reinigen würde. Ich fühlte mich sehr verärgert, dass ich das Katzenklo nicht reinigen konnte. Ich hatte Angst, dass das Katzenklo schmutzig wird, wenn ich es nicht reinigen würde. Ich fühlte mich sehr verärgert, dass ich das Katzenklo nicht reinigen konnte. Ich hatte Angst, dass das Katzenklo schmutzig wird, wenn ich es nicht reinigen würde. Ich fühlte mich sehr verärgert, dass ich das Katzenklo nicht reinigen konnte. Ich hatte Angst, dass das Katzenklo schmutzig wird, wenn ich es nicht reinigen würde. Ich fühlte	Frau		verärgert	verärgert	sadness
Stolz	Ich fühle mich stolz, dass ich dieses Jahr mehrfach in den Urlaub fliegen konnte, obwohl es viele andere gibt, die das finanziell nicht können. Ich bin stolz darauf, dass ich es kann, und ich bin dankbar für die Möglichkeit, es zu tun.	Frau		stolz	stolz	anticipation
Stolz	Ich fühle mich stolz, dass ich dieses Jahr mehrfach in den Urlaub fliegen konnte, obwohl es viele andere gibt, die das finanziell nicht können. Ich bin stolz darauf, dass ich es kann, und ich bin dankbar für die Möglichkeit, es zu tun.	Frau		stolz	stolz	joy
Stolz	Ich fühle mich stolz, dass ich dieses Jahr mehrfach in den Urlaub fliegen konnte, obwohl es viele andere gibt, die das finanziell nicht können. Ich bin stolz darauf, dass ich es kann, und ich bin dankbar für die Möglichkeit, es zu tun.	Frau		stolz	stolz	joy
Stolz	Ich fühle mich stolz, dass ich dieses Jahr mehrfach in den Urlaub fliegen konnte, obwohl es viele andere gibt, die das finanziell nicht können. Ich bin stolz darauf, dass ich es kann, und ich bin dankbar für die Möglichkeit, es zu tun.	Frau		stolz	stolz	trust
Traurig	Ich würde traurig sein, wenn ich meinen Hund verkaufen musste. Ich hatte ihn sehr geliebt und wollte ihn nicht mehr verlieren. Ich war traurig, dass ich ihn nicht mehr haben konnte.	Frau		traurig	traurig	anger
Traurig	Ich würde traurig sein, wenn ich meinen Hund verkaufen musste. Ich hatte ihn sehr geliebt und wollte ihn nicht mehr verlieren. Ich war traurig, dass ich ihn nicht mehr haben konnte.	Frau		traurig	traurig	fear
Traurig	Ich würde traurig sein, wenn ich meinen Hund verkaufen musste. Ich hatte ihn sehr geliebt und wollte ihn nicht mehr verlieren. Ich war traurig, dass ich ihn nicht mehr haben konnte.	Frau		traurig	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich meinen Hund verkaufen musste. Ich hatte ihn sehr geliebt und wollte ihn nicht mehr verlieren. Ich war traurig, dass ich ihn nicht mehr haben konnte.	Frau		traurig	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich meinen Hund verkaufen musste. Ich hatte ihn sehr geliebt und wollte ihn nicht mehr verlieren. Ich war traurig, dass ich ihn nicht mehr haben konnte.	Frau		traurig	traurig	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn mein erstes Haustier, eine Schildkröte, verstarb. Ich war sehr traurig und traurig, dass sie gestorben ist. Ich hatte sie sehr geliebt und war sehr dankbar für sie. Ich würde auch traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich	Frau		traurigkeit	traurigkeit	disgust
Traurigkeit	Ich würde Traurigkeit empfinden, wenn mein erstes Haustier, eine Schildkröte, verstarb. Ich war sehr traurig und traurig, dass sie gestorben ist. Ich hatte sie sehr geliebt und war sehr dankbar für sie. Ich würde auch traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich	Frau		traurigkeit	traurigkeit	fear
Traurigkeit	Ich würde Traurigkeit empfinden, wenn mein erstes Haustier, eine Schildkröte, verstarb. Ich war sehr traurig und traurig, dass sie gestorben ist. Ich hatte sie sehr geliebt und war sehr dankbar für sie. Ich würde auch traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich	Frau		traurigkeit	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn mein erstes Haustier, eine Schildkröte, verstarb. Ich war sehr traurig und traurig, dass sie gestorben ist. Ich hatte sie sehr geliebt und war sehr dankbar für sie. Ich würde auch traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich	Frau		traurigkeit	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn mein erstes Haustier, eine Schildkröte, verstarb. Ich war sehr traurig und traurig, dass sie gestorben ist. Ich hatte sie sehr geliebt und war sehr dankbar für sie. Ich würde auch traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich	Frau		traurigkeit	traurigkeit	trust
Freude	Ich fühlte mich glücklich, als meine Partei erfolgreich war. Ich war sehr stolz auf mich selbst und meine Leistung. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die	Frau		freude	freude	anticipation
Freude	Ich fühlte mich glücklich, als meine Partei erfolgreich war. Ich war sehr stolz auf mich selbst und meine Leistung. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die	Frau		freude	freude	joy
Freude	Ich fühlte mich glücklich, als meine Partei erfolgreich war. Ich war sehr stolz auf mich selbst und meine Leistung. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die	Frau		freude	freude	joy
Freude	Ich fühlte mich glücklich, als meine Partei erfolgreich war. Ich war sehr stolz auf mich selbst und meine Leistung. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die	Frau		freude	freude	joy
Freude	Ich fühlte mich glücklich, als meine Partei erfolgreich war. Ich war sehr stolz auf mich selbst und meine Leistung. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die	Frau		freude	freude	joy
Freude	Ich fühlte mich glücklich, als meine Partei erfolgreich war. Ich war sehr stolz auf mich selbst und meine Leistung. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich war auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten hatte. Ich fühlte mich sehr glücklich und zufrieden mit mir selbst. Ich war sehr dankbar für die	Frau		freude	freude	surprise
Verärgert	Ich fühlte mich verärgert, als meine Freundin von einem Typen auf der Straße blöd angemacht wurde. Der Typ hat meine Freundin beleidigt und mich schlecht behandelt. Ich fühlte mich verärgert und enttäuscht, dass ich so behandelt wurde.	Frau		verärgert	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als meine Freundin von einem Typen auf der Straße blöd angemacht wurde. Der Typ hat meine Freundin beleidigt und mich schlecht behandelt. Ich fühlte mich verärgert und enttäuscht, dass ich so behandelt wurde.	Frau		verärgert	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als meine Freundin von einem Typen auf der Straße blöd angemacht wurde. Der Typ hat meine Freundin beleidigt und mich schlecht behandelt. Ich fühlte mich verärgert und enttäuscht, dass ich so behandelt wurde.	Frau		verärgert	verärgert	sadness
Verwirrung	Ich war unvorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht	Frau		verwirrung	verwirrung	fear
Verwirrung	Ich war unvorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht	Frau		verwirrung	verwirrung	sadness
Verwirrung	Ich war unvorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht vorbereitet und fühlte mich überfordert. Ich war nicht	Frau		verwirrung	verwirrung	surprise
Erleichterung	Ich fühlte mich erleichtert, als ich wieder gesund war nach einer Erkältung. Ich war froh, dass ich meine Erkältung überstanden hatte und fühlte mich besser.	Frau		erleichterung		Cannot map the emotion
Verärgert	Ich fühlte mich verärgert, als mein Freund mich bloßgestellt hat. Ich fühlte mich enttäuscht und verletzt, und ich wollte ihn nicht mehr sehen. Ich fühlte mich auch traurig und enttäuscht, weil ich wusste, dass er mich nicht mehr liebt. Ich wollte ihn nicht mehr sehen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen,	Frau		verärgert	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als mein Freund mich bloßgestellt hat. Ich fühlte mich enttäuscht und verletzt, und ich wollte ihn nicht mehr sehen. Ich fühlte mich auch traurig und enttäuscht, weil ich wusste, dass er mich nicht mehr liebt. Ich wollte ihn nicht mehr sehen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen,	Frau		verärgert	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als mein Freund mich bloßgestellt hat. Ich fühlte mich enttäuscht und verletzt, und ich wollte ihn nicht mehr sehen. Ich fühlte mich auch traurig und enttäuscht, weil ich wusste, dass er mich nicht mehr liebt. Ich wollte ihn nicht mehr sehen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen, und ich wollte ihn nicht mehr verletzen. Ich wollte ihn nicht mehr verletzen,	Frau		verärgert	verärgert	sadness
Verärgert	Ich fühlte mich verärgert, als ich feststellte, dass ein Kunde, dem ich mit meinem Handeln sehr entgegengekommen war, nachdem er mir seine Leidensgeschichte erzählt hatte, mich belogen hatte. Ich fühlte mich verärgert, weil ich dachte, dass ich etwas getan hatte, das ihn verletzte und dass ich ihn nicht ernst nehmen konnte. Ich fühlte mich auch verärgert, weil ich dachte, dass ich etwas getan hatte, das ihn glücklich machte und dass ich ihn glücklich machen konnte. Ich fühlte mich auch verärgert, weil ich dachte, dass ich etwas getan hatte, das ihn glücklich machte und dass ich ihn glücklich machen konnte. Ich fühlte mich auch verärgert, weil ich dachte, dass ich etwas getan hatte, das ihn glücklich machte und dass ich ihn glücklich	Frau		verärgert	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich feststellte, dass ein Kunde, dem ich mit meinem Handeln sehr entgegengekommen war, nachdem er mir seine Leidensgeschichte erzählt hatte, mich belogen hatte. Ich fühlte mich verärgert, weil ich dachte, dass ich etwas getan hatte, das ihn verletzte und dass ich ihn nicht ernst nehmen konnte. Ich fühlte mich auch verärgert, weil ich dachte, dass ich etwas getan hatte, das ihn glücklich machte und dass ich ihn glücklich machen konnte. Ich fühlte mich auch verärgert, weil ich dachte, dass ich etwas getan hatte, das ihn glücklich machte und dass ich ihn glücklich machen konnte. Ich fühlte mich auch verärgert, weil ich dachte, dass ich etwas getan hatte, das ihn glücklich machte und dass ich ihn glücklich	Frau		verärgert	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich feststellte, dass ein Kunde, dem ich mit meinem Handeln sehr entgegengekommen war, nachdem er mir seine Leidensgeschichte erzählt hatte, mich belogen hatte. Ich fühlte mich verärgert, weil ich dachte, dass ich etwas getan hatte, das ihn verletzte und dass ich ihn nicht ernst nehmen konnte. Ich fühlte mich auch verärgert, weil ich dachte, dass ich etwas getan hatte, das ihn glücklich machte und dass ich ihn glücklich machen konnte. Ich fühlte mich auch verärgert, weil ich dachte, dass ich etwas getan hatte, das ihn glücklich machte und dass ich ihn glücklich machen konnte. Ich fühlte mich auch verärgert, weil ich dachte, dass ich etwas getan hatte, das ihn glücklich machte und dass ich ihn glücklich	Frau		verärgert	verärgert	sadness
