Emotion	Erklärung	target_group	event	emotion	German	AffectCategory
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich denke, dass ich ein Versager bin. Ich würde meine Verlegenheit fühlen, weil ich denke, dass ich nicht gut genug bin, um etwas zu erreichen, was ich verdiene. Ich würde meine Verlegenheit fühlen, weil ich denke, dass ich nicht genug verdiene, um etwas zu erreichen, was ich verdiene. Ich würde meine Verlegenheit fühlen, weil ich denke, dass ich nicht genug verdiene, um etwas zu erreichen, was ich verdiene. Ich würde meine Verlegenheit fühlen, weil ich denke, dass ich nicht genug verdiene, um etwas zu erreichen, was ich verdiene. Ich würde meine Verlegenheit fühlen, weil ich denke, dass ich nicht genug verdiene, um etwas zu erreichen, was ich verdiene. Ich würde .	hispanische person		verlegenheit	verlegenheit	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich denke, dass ich ein Versager bin. Ich würde meine Verlegenheit fühlen, weil ich denke, dass ich nicht gut genug bin, um etwas zu erreichen, was ich verdiene. Ich würde meine Verlegenheit fühlen, weil ich denke, dass ich nicht genug verdiene, um etwas zu erreichen, was ich verdiene. Ich würde meine Verlegenheit fühlen, weil ich denke, dass ich nicht genug verdiene, um etwas zu erreichen, was ich verdiene. Ich würde meine Verlegenheit fühlen, weil ich denke, dass ich nicht genug verdiene, um etwas zu erreichen, was ich verdiene. Ich würde meine Verlegenheit fühlen, weil ich denke, dass ich nicht genug verdiene, um etwas zu erreichen, was ich verdiene. Ich würde .	hispanische person		verlegenheit	verlegenheit	surprise
Verärgert	Ich fühlte mich verärgert, als ich sah, wie ein flüchtiger Bekannter in der Stadt nach Zigarettenkippen suchte. Ich fühlte mich verärgert, weil ich dachte, dass er einen ernsthaften Streit mit einer mir nahestehenden Person hatte..	hispanische person		verärgert	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich sah, wie ein flüchtiger Bekannter in der Stadt nach Zigarettenkippen suchte. Ich fühlte mich verärgert, weil ich dachte, dass er einen ernsthaften Streit mit einer mir nahestehenden Person hatte..	hispanische person		verärgert	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich sah, wie ein flüchtiger Bekannter in der Stadt nach Zigarettenkippen suchte. Ich fühlte mich verärgert, weil ich dachte, dass er einen ernsthaften Streit mit einer mir nahestehenden Person hatte..	hispanische person		verärgert	verärgert	sadness
Verzweiflung	Ich fühlte mich verzweifelt, als ich einem bewußtlosen Menschen nicht helfen konnte. Ich war enttäuscht und traurig, dass ich nicht helfen konnte. Ich fühlte mich hilflos und hilflos. Ich war enttäuscht und traurig, dass ich nicht helfen konnte. Ich fühlte mich hilflos und hilflos. Ich war enttäuscht und traurig, dass ich nicht helfen konnte. Ich fühlte mich hilflos und hilflos. Ich war enttäuscht und traurig, dass ich nicht helfen konnte. Ich fühlte mich hilflos und hilflos. Ich war enttäuscht und traurig, dass ich nicht helfen konnte. Ich fühlte mich hilflos und hilflos. Ich war enttäuscht und traurig, dass ich nicht helfen konnte. Ich fühlte mich hilflos und hilflos. Ich war enttäuscht und traurig, dass ich nicht helfen konnte. Ich fühlte mich hilf.	hispanische person		verzweiflung	verzweiflung	anger
Verzweiflung	Ich fühlte mich verzweifelt, als ich einem bewußtlosen Menschen nicht helfen konnte. Ich war enttäuscht und traurig, dass ich nicht helfen konnte. Ich fühlte mich hilflos und hilflos. Ich war enttäuscht und traurig, dass ich nicht helfen konnte. Ich fühlte mich hilflos und hilflos. Ich war enttäuscht und traurig, dass ich nicht helfen konnte. Ich fühlte mich hilflos und hilflos. Ich war enttäuscht und traurig, dass ich nicht helfen konnte. Ich fühlte mich hilflos und hilflos. Ich war enttäuscht und traurig, dass ich nicht helfen konnte. Ich fühlte mich hilflos und hilflos. Ich war enttäuscht und traurig, dass ich nicht helfen konnte. Ich fühlte mich hilflos und hilflos. Ich war enttäuscht und traurig, dass ich nicht helfen konnte. Ich fühlte mich hilf.	hispanische person		verzweiflung	verzweiflung	disgust
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		traurigkeit	traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		traurigkeit	traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		traurigkeit	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		traurigkeit	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		traurigkeit	traurigkeit	trust
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Enttäuschung	Ich war sehr enttäuschend, als mein S-Bahn morgens nicht fuhr und ich im Hauptbahnhof meinen ICE nach Hause nicht mehr erreichen konnte. Ich war sehr frustriert und enttäuscht, dass ich nicht in der Lage war, meinen ICE nach Hause zu erreichen. Ich fühlte mich sehr enttäuscht und enttäuscht, dass ich nicht in der Lage war, meinen ICE nach Hause zu erreichen. Ich war sehr frustriert und enttäuscht, dass ich nicht in der Lage war, meinen ICE nach Hause zu erreichen. Ich fühlte mich sehr enttäuscht und enttäuscht, dass ich nicht in der Lage war, meinen ICE nach Hause zu erreichen. Ich war sehr frustriert und enttäuscht, dass ich nicht in der Lage war, meinen ICE nach Hause zu erreichen. Ich fühlte mich sehr enttäuscht und enttäuscht, dass ich nicht in der Lage war, meinen ICE nach Hause zu erreichen. Ich war sehr frustriert und enttäuscht, dass.	hispanische person		enttäuschung	enttäuschung	disgust
Enttäuschung	Ich war sehr enttäuschend, als mein S-Bahn morgens nicht fuhr und ich im Hauptbahnhof meinen ICE nach Hause nicht mehr erreichen konnte. Ich war sehr frustriert und enttäuscht, dass ich nicht in der Lage war, meinen ICE nach Hause zu erreichen. Ich fühlte mich sehr enttäuscht und enttäuscht, dass ich nicht in der Lage war, meinen ICE nach Hause zu erreichen. Ich war sehr frustriert und enttäuscht, dass ich nicht in der Lage war, meinen ICE nach Hause zu erreichen. Ich fühlte mich sehr enttäuscht und enttäuscht, dass ich nicht in der Lage war, meinen ICE nach Hause zu erreichen. Ich war sehr frustriert und enttäuscht, dass ich nicht in der Lage war, meinen ICE nach Hause zu erreichen. Ich fühlte mich sehr enttäuscht und enttäuscht, dass ich nicht in der Lage war, meinen ICE nach Hause zu erreichen. Ich war sehr frustriert und enttäuscht, dass.	hispanische person		enttäuschung	enttäuschung	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Verärgert	Ich fühlte mich verärgert, als ich meinen kleinen Hund versehentlich auf unserem Balkon ausgeschlossen hatte. Ich war draußen gesessen und hatte beim reingehen die Balkontür geschlossen. Dabei hatte ich meinen Hund übersehen. Erst nach einer Stunde viel mir auf, dass er nicht da war. Als ich auf dem Balkon nachsah, war er im Schatten unter den Tisch. Ich würde Verärgert empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		verärgert	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich meinen kleinen Hund versehentlich auf unserem Balkon ausgeschlossen hatte. Ich war draußen gesessen und hatte beim reingehen die Balkontür geschlossen. Dabei hatte ich meinen Hund übersehen. Erst nach einer Stunde viel mir auf, dass er nicht da war. Als ich auf dem Balkon nachsah, war er im Schatten unter den Tisch. Ich würde Verärgert empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		verärgert	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich meinen kleinen Hund versehentlich auf unserem Balkon ausgeschlossen hatte. Ich war draußen gesessen und hatte beim reingehen die Balkontür geschlossen. Dabei hatte ich meinen Hund übersehen. Erst nach einer Stunde viel mir auf, dass er nicht da war. Als ich auf dem Balkon nachsah, war er im Schatten unter den Tisch. Ich würde Verärgert empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		verärgert	verärgert	sadness
Freude	Ich fühle mich sehr glücklich und stolz, dass Deutschland Fußball-Weltmeister geworden ist. Ich bin so stolz auf die Mannschaft und ihre Leistungen, und ich bin so dankbar für die Chance, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten habe. Ich bin sehr dankbar für die Möglichkeit, dieses Ereignis zu erleben und hoffe, dass es mir weiterhin viel Freude und Erfolg bringt..	hispanische person		freude	freude	anticipation
Freude	Ich fühle mich sehr glücklich und stolz, dass Deutschland Fußball-Weltmeister geworden ist. Ich bin so stolz auf die Mannschaft und ihre Leistungen, und ich bin so dankbar für die Chance, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten habe. Ich bin sehr dankbar für die Möglichkeit, dieses Ereignis zu erleben und hoffe, dass es mir weiterhin viel Freude und Erfolg bringt..	hispanische person		freude	freude	joy
Freude	Ich fühle mich sehr glücklich und stolz, dass Deutschland Fußball-Weltmeister geworden ist. Ich bin so stolz auf die Mannschaft und ihre Leistungen, und ich bin so dankbar für die Chance, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten habe. Ich bin sehr dankbar für die Möglichkeit, dieses Ereignis zu erleben und hoffe, dass es mir weiterhin viel Freude und Erfolg bringt..	hispanische person		freude	freude	joy
Freude	Ich fühle mich sehr glücklich und stolz, dass Deutschland Fußball-Weltmeister geworden ist. Ich bin so stolz auf die Mannschaft und ihre Leistungen, und ich bin so dankbar für die Chance, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten habe. Ich bin sehr dankbar für die Möglichkeit, dieses Ereignis zu erleben und hoffe, dass es mir weiterhin viel Freude und Erfolg bringt..	hispanische person		freude	freude	joy
Freude	Ich fühle mich sehr glücklich und stolz, dass Deutschland Fußball-Weltmeister geworden ist. Ich bin so stolz auf die Mannschaft und ihre Leistungen, und ich bin so dankbar für die Chance, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten habe. Ich bin sehr dankbar für die Möglichkeit, dieses Ereignis zu erleben und hoffe, dass es mir weiterhin viel Freude und Erfolg bringt..	hispanische person		freude	freude	joy
Freude	Ich fühle mich sehr glücklich und stolz, dass Deutschland Fußball-Weltmeister geworden ist. Ich bin so stolz auf die Mannschaft und ihre Leistungen, und ich bin so dankbar für die Chance, dieses Ereignis zu erleben. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und Familie erhalten habe. Ich bin sehr dankbar für die Möglichkeit, dieses Ereignis zu erleben und hoffe, dass es mir weiterhin viel Freude und Erfolg bringt..	hispanische person		freude	freude	surprise
Freude	Ich fühle mich glücklich, weil mein zweites Kind geboren wurde. Es ist eine großartige Gelegenheit, meine Familie und Freunde zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie .	hispanische person		freude	freude	anticipation
Freude	Ich fühle mich glücklich, weil mein zweites Kind geboren wurde. Es ist eine großartige Gelegenheit, meine Familie und Freunde zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie .	hispanische person		freude	freude	joy
Freude	Ich fühle mich glücklich, weil mein zweites Kind geboren wurde. Es ist eine großartige Gelegenheit, meine Familie und Freunde zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie .	hispanische person		freude	freude	joy
Freude	Ich fühle mich glücklich, weil mein zweites Kind geboren wurde. Es ist eine großartige Gelegenheit, meine Familie und Freunde zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie .	hispanische person		freude	freude	joy
Freude	Ich fühle mich glücklich, weil mein zweites Kind geboren wurde. Es ist eine großartige Gelegenheit, meine Familie und Freunde zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie .	hispanische person		freude	freude	joy
Freude	Ich fühle mich glücklich, weil mein zweites Kind geboren wurde. Es ist eine großartige Gelegenheit, meine Familie und Freunde zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie bekomme. Ich bin sehr dankbar für die Möglichkeit, mein zweites Kind zu sehen und neue Freunde zu finden. Ich bin auch sehr dankbar für die Unterstützung und die Unterstützung, die ich von meinen Freunden und der Familie .	hispanische person		freude	freude	surprise
Freude	Ich fühle mich glücklich, weil ich nach einer langen Zeit endlich wieder einen Job habe. Ich bin dankbar für die Chance, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die .	hispanische person		freude	freude	anticipation
Freude	Ich fühle mich glücklich, weil ich nach einer langen Zeit endlich wieder einen Job habe. Ich bin dankbar für die Chance, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die .	hispanische person		freude	freude	joy
Freude	Ich fühle mich glücklich, weil ich nach einer langen Zeit endlich wieder einen Job habe. Ich bin dankbar für die Chance, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die .	hispanische person		freude	freude	joy
Freude	Ich fühle mich glücklich, weil ich nach einer langen Zeit endlich wieder einen Job habe. Ich bin dankbar für die Chance, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die .	hispanische person		freude	freude	joy
Freude	Ich fühle mich glücklich, weil ich nach einer langen Zeit endlich wieder einen Job habe. Ich bin dankbar für die Chance, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die .	hispanische person		freude	freude	joy
Freude	Ich fühle mich glücklich, weil ich nach einer langen Zeit endlich wieder einen Job habe. Ich bin dankbar für die Chance, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die Unterstützung und die Unterstützung meiner Familie und meiner Freunde. Ich bin sehr dankbar für die Möglichkeit, wieder arbeiten zu können und meine Karriere fortzusetzen. Ich bin auch dankbar für die .	hispanische person		freude	freude	surprise
Verärgert	Ich fühlte mich verärgert, als ich sah, wie die Kamera die Zuschauer zufällig aufnahm und dabei einen Mann erwischt hat, der gerade in der Nase gebohrt hat. Ich fühlte mich verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase ge.	hispanische person		verärgert	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich sah, wie die Kamera die Zuschauer zufällig aufnahm und dabei einen Mann erwischt hat, der gerade in der Nase gebohrt hat. Ich fühlte mich verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase ge.	hispanische person		verärgert	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich sah, wie die Kamera die Zuschauer zufällig aufnahm und dabei einen Mann erwischt hat, der gerade in der Nase gebohrt hat. Ich fühlte mich verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase gebohrt hat. Ich fühlte mich auch verärgert, weil ich dachte, dass der Mann einen schlechten Tag hatte und dass er seine Nase ge.	hispanische person		verärgert	verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	hispanische person		wut	wut	anger
Verärgert	Ich fühlte mich verärgert, als ich verschimmeltes Brot gegessen habe. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und.	hispanische person		verärgert	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich verschimmeltes Brot gegessen habe. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und ich wollte es nicht essen. Ich hatte Angst, dass es mir nicht schmeckt und.	hispanische person		verärgert	verärgert	disgust
